species,dd long,dd lat
microryzomys_minutus_0,-67.8833,-16.3
microryzomys_minutus_0,-67.8,-16.2667
microryzomys_minutus_0,-67.9833,-15.9
microryzomys_minutus_0,-70.9167,-13.5
microryzomys_minutus_0,-72.35,-12.8833
microryzomys_minutus_0,-73.8167,-12.7833
microryzomys_minutus_0,-75.7,-11.4167
microryzomys_minutus_0,-75.5333,-11.2667
microryzomys_minutus_0,-76.2333,-9.9167
microryzomys_minutus_0,-76.15,-9.7
microryzomys_minutus_0,-76.0333,-9.7
microryzomys_minutus_0,-79.05,-6.9
microryzomys_minutus_0,-77.7,-6.63333
microryzomys_minutus_0,-77.3333,-6.11667
microryzomys_minutus_0,-77.95,-5.88333
microryzomys_minutus_0,-78.1667,-5.5
microryzomys_minutus_0,-79.6,-5.4
microryzomys_minutus_0,-79.3833,-5.11667
microryzomys_minutus_0,-79.6667,-3.66667
microryzomys_minutus_0,-79.6833,-3.63333
microryzomys_minutus_0,-79.4333,-2.8
microryzomys_minutus_0,-78.4167,-1.4
microryzomys_minutus_0,-78.4833,-1.36667
microryzomys_minutus_0,-78.3833,-0.36667
microryzomys_minutus_0,-78.5833,-0.05
microryzomys_minutus_0,-78.4167,0.116667
microryzomys_minutus_0,-78.8333,0.116667
microryzomys_minutus_0,-78.5333,0.15
microryzomys_minutus_0,-78.8667,0.2
microryzomys_minutus_0,-76.4833,1.95
microryzomys_minutus_0,-76.3,2.483333
microryzomys_minutus_0,-76.9167,2.583333
microryzomys_minutus_0,-76.95,2.666667
microryzomys_minutus_0,-74.3667,4.35
microryzomys_minutus_0,-74.0833,4.566667
microryzomys_minutus_0,-75.5,4.583333
microryzomys_minutus_0,-74.0833,4.6
microryzomys_minutus_0,-74.5333,4.75
microryzomys_minutus_0,-73.8667,4.866667
microryzomys_minutus_0,-75.45,7.083333
microryzomys_minutus_0,-72.4333,7.45
microryzomys_minutus_0,-71.15,8.6
microryzomys_minutus_0,-71.0167,8.6
microryzomys_minutus_0,-71.0833,8.75
microryzomys_minutus_0,-70.85,8.8
microryzomys_minutus_0,-71.25,8.833333
microryzomys_minutus_0,-70.7667,8.983333
microryzomys_minutus_0,-70.3,9.35
microryzomys_minutus_0,-63.8667,10.11667
microryzomys_minutus_0,-67.1667,10.43333
microryzomys_minutus_0,-66.8667,10.55
microryzomys_minutus_0,-73.5,10.91667
microryzomys_minutus_0,-77.8333,-6.75
microryzomys_minutus_0,-79.1333,-2.85
microryzomys_minutus_0,-78.95,-2.48333
microryzomys_minutus_0,-78.9667,-2.4
microryzomys_minutus_0,-78.4667,-0.3
microryzomys_minutus_0,-78.55,-0.16667
microryzomys_minutus_0,-78.2667,0.13333
bradypus_variegatus_1,-65.3833,-10.3833
bradypus_variegatus_1,-63.6667,-17.45
bradypus_variegatus_1,-63.85,-17.4
bradypus_variegatus_1,-64.4167,-16
bradypus_variegatus_1,-63.1667,-17.8
bradypus_variegatus_1,-56.7333,-2.6
bradypus_variegatus_1,-59.1333,-3.7
bradypus_variegatus_1,-60.0833,-3.1333
bradypus_variegatus_1,-62.0833,-3.8333
bradypus_variegatus_1,-40.0667,-19.3333
bradypus_variegatus_1,-52.6667,-3.8333
bradypus_variegatus_1,-49.5,-1
bradypus_variegatus_1,-52.2,-1.7
bradypus_variegatus_1,-54.9833,-2.75
bradypus_variegatus_1,-55.1,-3.0833
bradypus_variegatus_1,-49.6833,-2.6833
bradypus_variegatus_1,-49.5,-2.25
bradypus_variegatus_1,-49.5,-2.5833
bradypus_variegatus_1,-46.7333,-23.45
bradypus_variegatus_1,-69.95,-4.15
bradypus_variegatus_1,-76.2667,7.0167
bradypus_variegatus_1,-75.5833,6.25
bradypus_variegatus_1,-76.7167,8.1
bradypus_variegatus_1,-75.05,7.35
bradypus_variegatus_1,-75.0667,9.9667
bradypus_variegatus_1,-74,10.3
bradypus_variegatus_1,-77.7667,7.1167
bradypus_variegatus_1,-76.95,5.05
bradypus_variegatus_1,-77.1667,7.6667
bradypus_variegatus_1,-77.1167,8.0167
bradypus_variegatus_1,-75.6833,8.2833
bradypus_variegatus_1,-76.2833,7.85
bradypus_variegatus_1,-74.3,4.5833
bradypus_variegatus_1,-67.9333,3.8667
bradypus_variegatus_1,-73.6167,4.15
bradypus_variegatus_1,-78.15,1.6833
bradypus_variegatus_1,-72.5167,7.9
bradypus_variegatus_1,-74.7667,-0.2
bradypus_variegatus_1,-75.3333,0.4667
bradypus_variegatus_1,-73.9167,7.1667
bradypus_variegatus_1,-75.4,9.3
bradypus_variegatus_1,-75.35,9.5
bradypus_variegatus_1,-77.0833,3.6833
bradypus_variegatus_1,-84.5,10.3333
bradypus_variegatus_1,-83.6333,9.8833
bradypus_variegatus_1,-84.0167,10.6333
bradypus_variegatus_1,-83.5667,9.9167
bradypus_variegatus_1,-83.4667,8.95
bradypus_variegatus_1,-77.1333,-0.7
bradypus_variegatus_1,-77.95,-1.4833
bradypus_variegatus_1,-79.15,-0.25
bradypus_variegatus_1,-85.9333,13.1833
bradypus_variegatus_1,-84.5333,13.95
bradypus_variegatus_1,-84.4333,12.15
bradypus_variegatus_1,-82.4,9.3
bradypus_variegatus_1,-79.8167,9.1667
bradypus_variegatus_1,-79.9333,9.25
bradypus_variegatus_1,-79.9,9.2167
bradypus_variegatus_1,-79.6,9.2833
bradypus_variegatus_1,-77.3,8.1667
bradypus_variegatus_1,-77.6,8
bradypus_variegatus_1,-77.75,8.1
bradypus_variegatus_1,-78.3667,7.9667
bradypus_variegatus_1,-77.4333,7.9833
bradypus_variegatus_1,-79.85,9.15
bradypus_variegatus_1,-79.35,9.2333
bradypus_variegatus_1,-79.8,8.8667
bradypus_variegatus_1,-79.6,8.9
bradypus_variegatus_1,-77.1167,-4.65
bradypus_variegatus_1,-74.0833,-2.3667
bradypus_variegatus_1,-73.25,-3.7667
bradypus_variegatus_1,-72.1,-3.3167
bradypus_variegatus_1,-72.1333,-3.4333
bradypus_variegatus_1,-73.05,-3.4667
bradypus_variegatus_1,-74.2167,-4.7
bradypus_variegatus_1,-75.1,-6.7333
bradypus_variegatus_1,-76.05,-5.8333
bradypus_variegatus_1,-74.5333,-8.3833
bradypus_variegatus_1,-65.9167,3.0833
bradypus_variegatus_1,-66.2167,5.3
bradypus_variegatus_1,-66.8333,10.3667
microryzomys_minutus_1,-67.8333,-16.3333
microryzomys_minutus_1,-67.8833,-16.3
microryzomys_minutus_1,-67.8,-16.2667
microryzomys_minutus_1,-70.9167,-13.5
microryzomys_minutus_1,-72.5,-13.1667
microryzomys_minutus_1,-73.8167,-12.7833
microryzomys_minutus_1,-75.7,-11.4167
microryzomys_minutus_1,-75.5333,-11.2667
microryzomys_minutus_1,-75.8667,-10.4667
microryzomys_minutus_1,-76.2333,-9.9167
microryzomys_minutus_1,-76.0333,-9.7
microryzomys_minutus_1,-77.95,-5.88333
microryzomys_minutus_1,-78.1667,-5.5
microryzomys_minutus_1,-79.3833,-5.11667
microryzomys_minutus_1,-79.4333,-2.8
microryzomys_minutus_1,-78.4333,-1.45
microryzomys_minutus_1,-78.4167,-1.4
microryzomys_minutus_1,-78.4833,-1.36667
microryzomys_minutus_1,-77.8833,-0.45
microryzomys_minutus_1,-78.3833,-0.36667
microryzomys_minutus_1,-78.4,-0.21667
microryzomys_minutus_1,-78.6,-0.1
microryzomys_minutus_1,-78.5833,-0.05
microryzomys_minutus_1,-78.8333,0.116667
microryzomys_minutus_1,-78.8667,0.2
microryzomys_minutus_1,-76.6,1.916667
microryzomys_minutus_1,-76.5667,1.95
microryzomys_minutus_1,-76.3,2.483333
microryzomys_minutus_1,-76.95,2.533333
microryzomys_minutus_1,-76.9167,2.583333
microryzomys_minutus_1,-74.3667,4.35
microryzomys_minutus_1,-74.0833,4.566667
microryzomys_minutus_1,-75.5,4.583333
microryzomys_minutus_1,-75.5667,4.633333
microryzomys_minutus_1,-74.5333,4.75
microryzomys_minutus_1,-74.6333,4.85
microryzomys_minutus_1,-73.8667,4.866667
microryzomys_minutus_1,-76.0667,6.466667
microryzomys_minutus_1,-75.45,7.083333
microryzomys_minutus_1,-72.4333,7.45
microryzomys_minutus_1,-71.15,8.6
microryzomys_minutus_1,-71.4,8.6
microryzomys_minutus_1,-71.0167,8.6
microryzomys_minutus_1,-71.0833,8.75
microryzomys_minutus_1,-70.85,8.8
microryzomys_minutus_1,-71.25,8.833333
microryzomys_minutus_1,-70.3,9.35
microryzomys_minutus_1,-63.8667,10.11667
microryzomys_minutus_1,-63.5333,10.2
microryzomys_minutus_1,-66.8667,10.55
microryzomys_minutus_1,-73.65,10.71667
microryzomys_minutus_1,-73.5,10.91667
microryzomys_minutus_1,-79.0167,-3.41667
microryzomys_minutus_1,-78.95,-2.48333
microryzomys_minutus_1,-78.9667,-2.4
microryzomys_minutus_1,-78.5,-1.3
microryzomys_minutus_1,-78.1333,-0.36667
microryzomys_minutus_1,-78.55,-0.16667
microryzomys_minutus_1,-78.2667,0.13333
microryzomys_minutus_1,-77.8167,0.6
microryzomys_minutus_1,-75.3833,4.96667
bradypus_variegatus_2,-65.4,-10.3833
bradypus_variegatus_2,-65.1333,-16.8
bradypus_variegatus_2,-63.6667,-17.45
bradypus_variegatus_2,-64.4167,-16
bradypus_variegatus_2,-63.1667,-17.8
bradypus_variegatus_2,-56.7333,-2.6
bradypus_variegatus_2,-59.1333,-3.7
bradypus_variegatus_2,-60.0833,-3.1333
bradypus_variegatus_2,-60.0167,-3.1333
bradypus_variegatus_2,-62.0833,-3.8333
bradypus_variegatus_2,-40.0667,-19.3333
bradypus_variegatus_2,-52.6667,-3.8333
bradypus_variegatus_2,-49.5,-1
bradypus_variegatus_2,-52.2,-1.7
bradypus_variegatus_2,-54.9833,-2.75
bradypus_variegatus_2,-55.1333,-2.8333
bradypus_variegatus_2,-55.1,-3.0833
bradypus_variegatus_2,-55.2833,-3.45
bradypus_variegatus_2,-49.6833,-2.6833
bradypus_variegatus_2,-49.5,-2.25
bradypus_variegatus_2,-49.5,-2.5833
bradypus_variegatus_2,-46.7333,-23.45
bradypus_variegatus_2,-76.2667,7.0167
bradypus_variegatus_2,-75.5833,6.25
bradypus_variegatus_2,-76.7167,8.1
bradypus_variegatus_2,-75.05,7.35
bradypus_variegatus_2,-75.0667,9.9667
bradypus_variegatus_2,-74,10.3
bradypus_variegatus_2,-73.4333,10.15
bradypus_variegatus_2,-77.7667,7.1167
bradypus_variegatus_2,-76.95,5.05
bradypus_variegatus_2,-71.3167,12.35
bradypus_variegatus_2,-78.15,1.6833
bradypus_variegatus_2,-74.7667,-0.2
bradypus_variegatus_2,-75.3333,0.4667
bradypus_variegatus_2,-73.9167,7.1667
bradypus_variegatus_2,-75.4,9.3
bradypus_variegatus_2,-76.9333,4
bradypus_variegatus_2,-77.0833,3.6833
bradypus_variegatus_2,-84.5,10.3333
bradypus_variegatus_2,-83.6333,9.8833
bradypus_variegatus_2,-84.0167,10.6333
bradypus_variegatus_2,-83.5667,9.9167
bradypus_variegatus_2,-83.4667,8.95
bradypus_variegatus_2,-79.65,-3.7167
bradypus_variegatus_2,-79.4667,0.3333
bradypus_variegatus_2,-79.75,-1.5333
bradypus_variegatus_2,-79.6,-0.4667
bradypus_variegatus_2,-77.1333,-0.7
bradypus_variegatus_2,-77.95,-1.4833
bradypus_variegatus_2,-83.7,10.9333
bradypus_variegatus_2,-84.4333,12.15
bradypus_variegatus_2,-83.7667,12.15
bradypus_variegatus_2,-82.4,9.3
bradypus_variegatus_2,-82.5167,9.45
bradypus_variegatus_2,-81.8,8.9333
bradypus_variegatus_2,-82.7833,9.6
bradypus_variegatus_2,-82.25,9.1833
bradypus_variegatus_2,-79.8167,9.1667
bradypus_variegatus_2,-79.9833,9.25
bradypus_variegatus_2,-77.3,8.1667
bradypus_variegatus_2,-77.6,8
bradypus_variegatus_2,-77.7333,8.1333
bradypus_variegatus_2,-78.3667,7.9667
bradypus_variegatus_2,-77.4333,7.9833
bradypus_variegatus_2,-79.5833,8.95
bradypus_variegatus_2,-79.85,9.15
bradypus_variegatus_2,-79.35,9.2333
bradypus_variegatus_2,-79.8,8.8667
bradypus_variegatus_2,-77.1167,-4.65
bradypus_variegatus_2,-74.0833,-2.3667
bradypus_variegatus_2,-73.25,-3.7667
bradypus_variegatus_2,-74.2167,-4.8333
bradypus_variegatus_2,-73.05,-3.4667
bradypus_variegatus_2,-75.1,-6.7333
bradypus_variegatus_2,-76.05,-5.8333
bradypus_variegatus_2,-74.5333,-8.3833
bradypus_variegatus_2,-65.9167,3.0833
bradypus_variegatus_2,-66.2167,5.3
bradypus_variegatus_2,-68.3833,10.5333
bradypus_variegatus_2,-72.6,9.15
microryzomys_minutus_2,-64.7,-17.85
microryzomys_minutus_2,-67.8333,-16.3333
microryzomys_minutus_2,-67.8833,-16.3
microryzomys_minutus_2,-67.9833,-15.9
microryzomys_minutus_2,-70.9167,-13.5
microryzomys_minutus_2,-72.5667,-13.1167
microryzomys_minutus_2,-72.35,-12.8833
microryzomys_minutus_2,-73.8167,-12.7833
microryzomys_minutus_2,-75.8667,-10.4667
microryzomys_minutus_2,-76.2333,-9.9167
microryzomys_minutus_2,-76.15,-9.7
microryzomys_minutus_2,-76.0333,-9.7
microryzomys_minutus_2,-77.7,-6.63333
microryzomys_minutus_2,-77.3333,-6.11667
microryzomys_minutus_2,-77.95,-5.88333
microryzomys_minutus_2,-79.6,-5.4
microryzomys_minutus_2,-79.6667,-3.66667
microryzomys_minutus_2,-79.6833,-3.63333
microryzomys_minutus_2,-79.4333,-2.8
microryzomys_minutus_2,-78.9833,-2.28333
microryzomys_minutus_2,-78.4333,-1.45
microryzomys_minutus_2,-78.4167,-1.4
microryzomys_minutus_2,-78.4833,-1.36667
microryzomys_minutus_2,-77.8833,-0.45
microryzomys_minutus_2,-78.3833,-0.36667
microryzomys_minutus_2,-78.4,-0.21667
microryzomys_minutus_2,-78.6,-0.1
microryzomys_minutus_2,-78.5833,-0.05
microryzomys_minutus_2,-78.4167,0.116667
microryzomys_minutus_2,-78.8333,0.116667
microryzomys_minutus_2,-76.6,1.916667
microryzomys_minutus_2,-76.4833,1.95
microryzomys_minutus_2,-76.5667,1.95
microryzomys_minutus_2,-76.3,2.483333
microryzomys_minutus_2,-76.95,2.533333
microryzomys_minutus_2,-76.9167,2.583333
microryzomys_minutus_2,-74.3667,4.35
microryzomys_minutus_2,-75.5,4.583333
microryzomys_minutus_2,-74.5333,4.75
microryzomys_minutus_2,-74.6333,4.85
microryzomys_minutus_2,-73.8667,4.866667
microryzomys_minutus_2,-75.55,6.166667
microryzomys_minutus_2,-76.0667,6.466667
microryzomys_minutus_2,-75.45,7.083333
microryzomys_minutus_2,-72.4333,7.45
microryzomys_minutus_2,-71.15,8.6
microryzomys_minutus_2,-71.4,8.6
microryzomys_minutus_2,-71.0167,8.6
microryzomys_minutus_2,-71.0833,8.75
microryzomys_minutus_2,-71.25,8.833333
microryzomys_minutus_2,-63.5333,10.2
microryzomys_minutus_2,-66.8667,10.55
microryzomys_minutus_2,-73.65,10.71667
microryzomys_minutus_2,-77.8333,-6.75
microryzomys_minutus_2,-79.0167,-3.41667
microryzomys_minutus_2,-79.1333,-2.85
microryzomys_minutus_2,-78.9667,-2.4
microryzomys_minutus_2,-78.55,-0.16667
microryzomys_minutus_2,-78.2667,0.13333
microryzomys_minutus_2,-77.8167,0.6
microryzomys_minutus_2,-75.3833,4.96667
bradypus_variegatus_3,-65.4,-10.3833
bradypus_variegatus_3,-65.3833,-10.3833
bradypus_variegatus_3,-65.1333,-16.8
bradypus_variegatus_3,-63.85,-17.4
bradypus_variegatus_3,-64.4167,-16
bradypus_variegatus_3,-63.1667,-17.8
